1,2,wabi sabi,Decoraci贸n japon茅s que se concentra en la belleza de la imperfecci贸n.,IEJ,wabi sabi.jpg
2,2,industrial,Inspirada en un almac茅n o en un loft urbano. ,IE,industrial.jpg
3,2,kinfolk,Vuelve a lo basico,IJ,kinfolk.jpg
4,2,contemporaneo,"Define por la simplicidad, la sofisticaci贸n sutil, el uso deliberado de la textura y las l铆neas limpias.",I,contemporaneo.jpg
5,2,minimalista,El mantra principal del estilo del hogar minimalista es la simplicidad.,IJ,minimalista.jpg
6,2,nordico,En estos pa铆ses crearon la necesidad de interiores elegantes y espaciosos que aprovecharan al m谩ximo la luz solar disponible.,IEJ,nordico.jpg
7,2,oriental,Evocan instant谩neamente una imagen de serenidad y tranquilidad.,IEJ,oriental.jpg
8,2,Clasico,"Estilo refinado, rico en detalles que se encuentran tanto en la estructura de los muebles, la iluminaci贸n, etc.",IEJ,Clasico.jpg
9,2,art deco,Simbolo de glamur y sofisticaci贸n.,IEJ,art deco.png
10,2,rustico,Lleva la naturaleza al interior de tu hogar.,IEJ,rustico.jpg
11,2,,En estos pases crearon la necesidad de interiores elegantes y espaciosos que aprovecharan al mximo la luz solar disponible.,IEJ,3.jpg
12,2,,Evocan instantneamente una imagen de serenidad y tranquilidad.,IEJ,4.jpg
13,2,,La clave del estilo escandinavo en el hogar es la combinacin de funcionalidad y calidez.,IEJ,5.jpg
14,2,,La esencia del estilo minimalista en el hogar radica en la simplicidad.,IEJ,6.jpg
15,2,,El mantra principal del estilo del hogar minimalista es la simplicidad.,IEJ,7.jpg
16,2,,El Art-Deco es simbolo de glamur y sofisticacin.,IEJ,8.jpg
17,2,,"Define por la simplicidad, la sofisticacin sutil, el uso deliberado de la textura y las lneas limpias.",IEJ,10.jpg
